0,0.71875
0.134782609,0.71875
0.646956522,0.71875
0.926324111,0.501984127
1.2056917,0.385670732
1.485059289,0.313118812
1.764426877,0.263541667
2.043794466,0.227517986
2.323162055,0.200158228
2.602529644,0.178672316
2.881897233,0.161352041
3.161264822,0.147093023
3.440632411,0.135149573
3.72,0.125
3.999367589,0.108146694
4.278735178,0.094485481
4.558102767,0.083258325
4.837470356,0.073919541
5.116837945,0.066068214
5.396205534,0.059404443
5.675573123,0.053700267
6.2343083,0.04450608
7.072411067,0.03458286
8.469249012,0.024116045
10.70418972,0.015096918
14.33596838,0.0084167
20.20268775,0.004238162
